1739.16248,0.0,0.00371,0.00443
1739.17896,0.0,0.00371,0.00443
1739.19556,0.0,0.00371,0.00443
1739.21216,0.0,0.00371,0.00443
1739.22864,0.0,0.00371,0.00443
1739.245,0.0,0.00371,0.00443
1739.2616,0.0,0.00371,0.00443
1739.27783,0.0,0.00371,0.00443
1739.29431,0.0,0.00371,0.00443
1739.31116,0.0,0.00371,0.00443
1739.32776,0.0,0.00371,0.00443
1739.34399,0.0,0.00371,0.00443
1739.36084,0.0,0.00371,0.00443
1739.37695,0.0,0.00371,0.00443
1739.39343,0.0,0.00371,0.00443
1739.41003,0.0,0.00371,0.00443
1739.42676,0.0,0.00371,0.00443
1739.44287,0.0,0.00371,0.00443
1739.45947,0.0,0.00371,0.00443
1739.47607,0.0,0.00371,0.00443
1739.49243,0.0,0.00371,0.00443
1739.50903,0.0,0.00371,0.00443
1739.52612,0.0,0.00371,0.00443
1739.54211,0.0,0.00371,0.00443
1739.55859,0.0,0.00371,0.00443
1739.57532,0.0,0.00371,0.00443
1739.59143,0.0,0.00371,0.00443
1739.60828,0.0,0.00371,0.00443
1739.62439,0.0,0.00371,0.00443
1739.6416,0.0,0.00371,0.00443
1739.65747,0.0,0.00371,0.00443
1739.67383,0.0,0.00371,0.00443
1739.69031,0.0,0.00371,0.00443
1739.70667,0.0,0.00371,0.00443
1739.72314,0.0,0.00371,0.00443
1739.73987,0.0,0.00371,0.00443
1739.75623,0.0,0.00371,0.00443
1739.77258,0.0,0.00371,0.00443
1739.78906,0.0,0.00371,0.00443
1739.80566,0.0,0.00371,0.00443
1739.82214,0.0,0.00371,0.00443
1739.83862,0.0,0.00371,0.00443
1739.8551,0.0,0.00371,0.00443
1739.87146,0.0,0.00371,0.00443
1739.88794,0.0,0.00371,0.00443
1739.90454,0.0,0.00371,0.00443
1739.922,0.0,0.00371,0.00443
1739.93762,0.0,0.00371,0.00443
1739.9541,0.0,0.00371,0.00443
1739.9707,0.0,0.00371,0.00443
1739.98694,0.0,0.00371,0.00443
1740.00342,0.0,0.00371,0.00443
1740.02002,0.0,0.00371,0.00443
1740.0365,0.0,0.00371,0.00443
1740.05286,0.0,0.00371,0.00443
1740.06958,0.0,0.00371,0.00443
1740.08606,0.0,0.00371,0.00443
1740.10242,0.0,0.00371,0.00443
1740.1189,0.0,0.00371,0.00443
1740.13538,0.0,0.00371,0.00443
1740.15186,0.0,0.00371,0.00443
1740.16833,0.0,0.00371,0.00443
1740.18469,0.0,0.00371,0.00443
1740.20203,0.0,0.00371,0.00443
1740.21802,0.0,0.00371,0.00443
1740.23425,0.0,0.00371,0.00443
1740.2511,0.0,0.00371,0.00443
1740.26709,0.0,0.00371,0.00443
1740.28369,0.0,0.00371,0.00443
1740.30029,0.0,0.00371,0.00443
1740.31702,0.0,0.00371,0.00443
1740.33337,0.0,0.00371,0.00443
1740.34985,0.0,0.00371,0.00443
1740.36621,0.0,0.00371,0.00443
1740.38245,0.0,0.00371,0.00443
1740.39917,0.0,0.00371,0.00443
1740.41553,0.0,0.00371,0.00443
1740.43225,0.0,0.00371,0.00443
