1559011415507,5,0,0
1559011417510,3,0,0
1559011419514,4,3,0
1559011421518,6,0,0
1559011423521,5,0,0
1559011425525,8,8,1
1559011427530,4,4,1
1559011429533,8,0,0
1559011431538,3,3,1
1559011433542,2,2,1
1559011435545,4,4,1
1559011437549,5,5,1
1559011439553,7,7,1
1559011441557,8,7,0
1559011443561,3,8,0
1559011445565,6,3,0
1559011447568,3,0,0
1559011449574,7,7,1
1559011451578,2,2,1
1559011453583,7,0,0
1559011455587,8,8,1
1559011457593,8,8,1
1559011459596,8,8,1
1559011461602,7,0,0
1559011463605,1,0,0
1559011465610,4,1,0
1559011467614,3,3,1
1559011469616,3,0,0
1559011471620,4,0,0
1559011473626,8,8,1
1559011475630,4,4,1
1559011477635,5,0,0
1559011479640,3,0,0
1559011481645,9,9,1
1559011483650,5,0,0
1559011485654,3,5,0
1559011487658,2,0,0
1559011489663,9,0,0
1559011491666,4,4,1
1559011493671,1,1,1
1559011495677,5,5,1
1559011497680,2,2,1
1559011499684,3,3,1
1559011501688,7,7,1
1559011503691,1,1,1
1559011505695,4,7,0
1559011507698,8,8,1
1559011509703,3,3,1
1559011511707,4,4,1
1559011513710,9,0,0
1559011515715,8,8,1
1559011517720,7,0,0
1559011519723,4,0,0
1559011521729,2,0,0
1559011523735,1,1,1
1559011525738,9,9,1
1559011527742,2,2,1
1559011529747,5,0,0
1559011531750,2,0,0
1559011533754,7,7,1
1559011535759,2,2,1
1559011537763,1,1,1
1559011539767,8,8,1
1559011541770,6,0,0
1559011543774,8,0,0
1559011545778,5,2,0
1559011547783,4,0,0
1559011549787,2,0,0
1559011551793,4,0,0
1559011553797,6,6,1
1559011555801,9,9,1
1559011557806,5,5,1
1559011559810,7,5,0
1559011561813,6,0,0
1559011563817,1,0,0
1559011565821,5,5,1
1559011567826,3,3,1
1559011569830,2,0,0
1559011571834,7,0,0
1559011573839,7,7,1
1559011575843,7,7,1
1559011577845,8,8,1
1559011579848,2,2,1
1559011581851,6,6,1
1559011583854,8,8,1
1559011585857,6,6,1
1559011587859,3,3,1
1559011589863,7,7,1
1559011591866,2,2,1
1559011593869,5,5,1
1559011595872,1,1,1
1559011597877,6,6,1
1559011599880,8,8,1
1559011601885,2,2,1
1559011603889,6,6,1
1559011605891,5,5,1
1559011607895,7,7,1
1559011609899,4,2,0
1559011611903,9,9,1
1559011613907,7,8,0
1559011615911,7,7,1
1559011617916,8,8,1
1559011619921,4,5,0
1559011621925,5,2,0
1559011623929,2,6,0
1559011625932,6,0,0
1559011627938,4,0,0
1559011629943,9,0,0
1559011631947,2,0,0
1559011633952,9,9,1
1559011635957,8,8,1
1559011637961,9,9,1
1559011639966,5,5,1
1559011641971,8,8,1
1559011643975,7,7,1
1559011645979,4,4,1
1559011647983,7,7,1
1559011649987,9,9,1
1559011651992,6,6,1
1559011653995,4,4,1
1559011655999,9,9,1
1559011658002,7,7,1
1559011660006,8,8,1
1559011662009,1,1,1
1559011664012,6,6,1
1559011666016,4,4,1
1559011668020,7,7,1
1559011670023,7,7,1
1559011672027,5,5,1
1559011674032,7,7,1
1559011676036,7,4,0
1559011678039,4,1,0
1559011680042,1,3,0
1559011682046,3,0,0
1559011684050,3,9,0
1559011686053,9,9,1
1559011688058,9,4,0
1559011690062,4,9,0
1559011692067,9,9,1
1559011694072,6,6,1
1559011696075,1,1,1
1559011698079,8,8,1
1559011700084,2,2,1
1559011702086,4,4,1
1559011704091,9,0,0
1559011706095,6,6,1
1559011708099,8,8,1
1559011710104,8,8,1
1559011712108,5,5,1
1559011714112,4,4,1
1559011716116,4,4,1
1559011718120,8,0,0
1559011720124,6,0,0
1559011722127,5,0,0
1559011724132,1,0,0
1559011726136,8,0,0
1559011728139,2,0,0
1559011730143,7,0,0
1559011732147,8,7,0
1559011734151,2,2,1
1559011736155,7,0,0
1559011738159,8,6,0
1559011740165,6,0,0
1559011742169,5,0,0
1559011744173,7,7,1
1559011746176,1,1,1
1559011748181,9,9,1
1559011750187,9,9,1
1559011752191,4,4,1
1559011754194,5,5,1
1559011756200,1,1,1
1559011758204,7,7,1
1559011760208,7,7,1
1559011762212,1,1,1
1559011764217,1,8,0
1559011766222,8,0,0
1559011768228,6,0,0
1559011770231,7,7,1
1559011772235,7,7,1
1559011774238,7,7,1
1559011776242,1,1,1
1559011778246,2,2,1
1559011780250,2,2,1
1559011782253,9,9,1
1559011784257,4,4,1
1559011786260,7,7,1
1559011788263,8,8,1
1559011790267,8,8,1
1559011792272,4,4,1
1559011794275,5,5,1
1559011796279,4,4,1
1559011798282,4,4,1
1559011800286,6,6,1
1559011802291,4,4,1
1559011804295,6,6,1
1559011806300,1,1,1
1559011808303,1,1,1
1559011810307,1,1,1
1559011812311,3,3,1
1559011814316,8,8,1
1559011816319,1,1,1
1559011818323,8,0,0
1559011820326,5,5,1
1559011822330,5,0,0
1559011824335,8,8,1
1559011826338,8,0,0
1559011828344,5,0,0
1559011830349,5,5,1
1559011832352,2,2,1
1559011834356,1,1,1
1559011836361,6,7,0
1559011838364,7,0,0
1559011840369,4,0,0
1559011842373,8,8,1
1559011844377,7,8,0
1559011846382,8,7,0
1559011848385,5,5,1
1559011850389,8,8,1
1559011852393,3,3,1
1559011854398,9,9,1
1559011856403,3,3,1
1559011858407,2,2,1
1559011860410,4,0,0
1559011862414,9,9,1
1559011864418,6,6,1
1559011866421,2,2,1
1559011868425,8,8,1
1559011870430,7,0,0
1559011872433,2,2,1
1559011874437,5,5,1
1559011876440,3,3,1
1559011878445,9,9,1
1559011880449,3,3,1
1559011882453,9,9,1
1559011884458,3,3,1
1559011886463,7,7,1
1559011888467,1,9,0
1559011890473,4,7,0
1559011892476,7,0,0
1559011894480,4,4,1
1559011896483,3,3,1
1559011898489,4,4,1
1559011900493,2,2,1
1559011902499,6,6,1
1559011904503,5,5,1
1559011906508,6,2,0
1559011908511,3,0,0
1559011910516,8,8,1
1559011912520,9,9,1
1559011914525,4,4,1
1559011916527,2,2,1
1559011918532,5,5,1
1559011920537,9,9,1
1559011922540,1,6,0
1559011924544,6,6,1
1559011926547,6,7,0
1559011928550,7,0,0
1559011930554,5,5,1
1559011932558,7,0,0
1559011934563,6,6,1
1559011936568,9,9,1
1559011938571,3,3,1
1559011940574,7,7,1
1559011942578,9,2,0
1559011944582,2,0,0
1559011946585,4,0,0
1559011948590,7,7,1
1559011950594,3,3,1
1559011952597,8,8,1
1559011954604,5,5,1
1559011956609,6,6,1
1559011958612,6,6,1
1559011960616,5,5,1
1559011962620,9,9,1
1559011964625,9,9,1
1559011966629,4,4,1
1559011968633,5,5,1
1559011970637,7,0,0
1559011972640,8,0,0
1559011974645,3,3,1
1559011976650,9,9,1
1559011978653,7,7,1
1559011980657,5,5,1
1559011982660,7,5,0
1559011984663,2,2,1
1559011986667,2,2,1
1559011988671,2,2,1
1559011990675,3,3,1
1559011992679,3,3,1
1559011994682,7,7,1
1559011996687,8,8,1
1559011998692,2,2,1
1559012000695,1,1,1
1559012002697,5,5,1
1559012004701,7,7,1
1559012006705,3,3,1
1559012008708,6,0,0
1559012010712,2,0,0
1559012012715,1,1,1
1559012014718,9,8,0
1559012016720,1,0,0
1559012018723,2,2,1
1559012020728,3,3,1
1559012022733,1,1,1
1559012024739,2,3,0
1559012026744,5,5,1
1559012028747,7,7,1
1559012030751,6,1,0
1559012032755,9,9,1
1559012034760,9,2,0
1559012036764,7,7,1
1559012038768,7,7,1
1559012040771,7,7,1
1559012042776,7,6,0
1559012044781,6,0,0
1559012046785,3,6,0
1559012048789,8,0,0
1559012050794,3,3,1
1559012052798,9,9,1
1559012054803,4,4,1
1559012056806,1,1,1
1559012058809,6,6,1
1559012060814,6,6,1
1559012062817,3,3,1
1559012064822,1,1,1
1559012066828,3,3,1
1559012068831,6,6,1
1559012070834,7,7,1
1559012072837,5,5,1
1559012074842,8,8,1
1559012076846,6,6,1
1559012078849,3,3,1
1559012080855,6,6,1
1559012082860,8,8,1
1559012084863,6,5,0
1559012086867,5,0,0
1559012088870,6,0,0
1559012090875,1,0,0
1559012092881,5,5,1
1559012094886,9,9,1
1559012096890,7,7,1
1559012098894,2,2,1
1559012100899,9,7,0
1559012102902,4,9,0
1559012104907,6,6,1
1559012106912,6,6,1
1559012108915,7,7,1
1559012110918,6,6,1
1559012112922,4,4,1
1559012114925,2,2,1
1559012116930,1,1,1
1559012118935,5,5,1
1559012120939,2,4,0
1559012122943,9,9,1
1559012124947,3,3,1
1559012126950,6,6,1
1559012128955,8,8,1
1559012130959,5,5,1
1559012132962,7,7,1
1559012134966,1,1,1
1559012136971,3,3,1
1559012138976,4,4,1
1559012140980,8,8,1
1559012142984,4,4,1
1559012144989,9,9,1
1559012146992,5,5,1
1559012148998,1,1,1
1559012151002,6,6,1
1559012153007,8,8,1
1559012155012,9,9,1
1559012157017,1,1,1
1559012159021,7,7,1
1559012161026,9,9,1
1559012163030,6,6,1
1559012165035,1,1,1
1559012167038,7,5,0
1559012169042,7,7,1
1559012171046,2,2,1
1559012173050,2,2,1
1559012175052,3,3,1
1559012177056,8,8,1
1559012179060,3,3,1
1559012181064,3,3,1
1559012183069,4,4,1
1559012185072,5,5,1
1559012187077,4,4,1
1559012189082,9,9,1
1559012191086,9,9,1
1559012193090,7,7,1
1559012195093,8,8,1
1559012197096,7,7,1
1559012199098,9,9,1
1559012201103,9,9,1
1559012203106,4,4,1
1559012205107,7,5,0
1559012207111,4,4,1
1559012209116,4,4,1
1559012211121,2,2,1
1559012213124,5,5,1
1559012215128,5,5,1
1559012217132,2,2,1
1559012219136,4,4,1
1559012221140,3,3,1
1559012223145,1,1,1
1559012225149,9,9,1
1559012227153,1,1,1
1559012229157,4,4,1
1559012231160,9,9,1
1559012233165,8,8,1
1559012235170,8,8,1
1559012237174,1,7,0
1559012239177,7,7,1
1559012241180,7,7,1
1559012243184,6,6,1
1559012245187,3,3,1
1559012247192,3,3,1
1559012249196,2,2,1
1559012251200,9,9,1
1559012253203,1,1,1
1559012255206,3,3,1
1559012257209,8,8,1
1559012259212,8,3,0
1559012261215,3,8,0
